[INFO] | 2024-11-10 08:05:51 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Analysis started at: 2024-11-10 08:05:51 AM
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | State variable assignement do not exist
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Processed function withdrawTokens
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Value Range Analysis took 0.001273 seconds
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Value Range Analysis finished
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Storage dependency graph compostion started!
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Dependency detection started!
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Dependency detection finished!
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Static Analysis took 0.607835 seconds
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Dependency does not exist
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Symbolic execution is not needed!
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Analysis finished!
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Analysis took 0.608011 seconds
[INFO] | 2024-11-10 08:05:52 AM | analyzer.0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa | Analysis finished at: 2024-11-10 08:05:52 AM
