[INFO] | 2024-11-10 08:08:18 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Analysis started at: 2024-11-10 08:08:18 AM
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function balanceOf
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for transfer
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for transfer
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function transfer
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for transferFrom
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for transferFrom
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function transferFrom
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for approve
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for approve
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function approve
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for allowance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for allowance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function allowance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for safeMul
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for safeMul
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function safeMul
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for safeDiv
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for safeDiv
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function safeDiv
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for safeSub
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for safeSub
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function safeSub
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for safeAdd
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for safeAdd
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function safeAdd
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for safeMul
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for safeMul
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function safeMul
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for safeDiv
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for safeDiv
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function safeDiv
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for safeSub
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for safeSub
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function safeSub
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for safeAdd
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for safeAdd
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function safeAdd
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for ShortOrder
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for ShortOrder
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function ShortOrder
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for nonActivationShortWithdrawal
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for nonActivationShortWithdrawal
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function nonActivationShortWithdrawal
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnTokenBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnTokenBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnTokenBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnUserBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnUserBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnUserBalance
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnCoupon
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnCoupon
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnCoupon
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnTokenDepositState
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnTokenDepositState
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnTokenDepositState
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnHash
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnHash
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnHash
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnAddress
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnAddress
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnAddress
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnHashLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnHashLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnHashLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for returnLongAddress
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for returnLongAddress
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function returnLongAddress
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function onlyAdmin
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for exerciseLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for exerciseLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function exerciseLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for claimDonations
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for claimDonations
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function claimDonations
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for tokenFulfillmentDeposit
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for tokenFulfillmentDeposit
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function tokenFulfillmentDeposit
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for buyLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for buyLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function buyLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for nonActivationWithdrawal
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for nonActivationWithdrawal
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function nonActivationWithdrawal
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for depositCoupon
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for depositCoupon
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function depositCoupon
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for placeLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for placeLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function placeLong
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Generating return summary for changeAdmin
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Return summary generated for changeAdmin
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Range graph generated
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Processed function changeAdmin
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Value Range Analysis took 0.017057 seconds
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Value Range Analysis finished
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Dependency detection started!
[INFO] | 2024-11-10 08:08:23 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions tokenFulfillmentDeposit and tokenFulfillmentDeposit
[INFO] | 2024-11-10 08:08:24 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions tokenFulfillmentDeposit and exerciseLong
[INFO] | 2024-11-10 08:08:25 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions exerciseLong and tokenFulfillmentDeposit
[INFO] | 2024-11-10 08:08:26 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions exerciseLong and depositCoupon
[INFO] | 2024-11-10 08:08:31 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions exerciseLong and placeLong
[INFO] | 2024-11-10 08:08:34 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions exerciseLong and buyLong
[INFO] | 2024-11-10 08:09:00 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions exerciseLong and exerciseLong
[INFO] | 2024-11-10 08:09:02 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions exerciseLong and nonActivationShortWithdrawal
[INFO] | 2024-11-10 08:09:07 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | DAO dependency detected in file 0x2268003d92ff03be6ca6da029f8d8127fd2f617e.sol in contract ShortOrder in by composing functions exerciseLong and nonActivationWithdrawal
[INFO] | 2024-11-10 08:09:07 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Dependency detection finished!
[INFO] | 2024-11-10 08:09:07 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Static Analysis took 49.688765 seconds
[INFO] | 2024-11-10 08:09:07 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Dependency exists
[INFO] | 2024-11-10 08:09:07 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Invoking symbolic executor!
[INFO] | 2024-11-10 08:11:19 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Symbolic execution took 131.823904 seconds
[INFO] | 2024-11-10 08:11:19 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Symbolic execution finished!
[INFO] | 2024-11-10 08:11:19 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Analysis finished!
[INFO] | 2024-11-10 08:11:19 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Analysis took 181.513265 seconds
[INFO] | 2024-11-10 08:11:19 AM | analyzer.0x2268003d92ff03be6ca6da029f8d8127fd2f617e | Analysis finished at: 2024-11-10 08:11:19 AM
