[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Analysis started at: 2024-11-10 07:39:28 AM
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for mul
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function mul
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for mint
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for mint
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function mint
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for start
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for start
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function start
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for add
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for add
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function add
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for div
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for div
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function div
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for sub
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for sub
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function sub
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function balanceOf
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function transfer
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for TokenTimelock
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for TokenTimelock
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function TokenTimelock
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function acceptOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function acceptOwnership
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for initialize
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for initialize
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function initialize
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for setTokenPrice
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for setTokenPrice
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function setTokenPrice
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for setTokenPriceAsRatio
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for setTokenPriceAsRatio
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function setTokenPriceAsRatio
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for withdraw
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for withdraw
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function withdraw
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for _finish
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for _finish
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function _finish
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for _checkMaxSaleSupply
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for _checkMaxSaleSupply
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function _checkMaxSaleSupply
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for _increaseSupply
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for _increaseSupply
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function _increaseSupply
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for release
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for release
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function release
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for setState
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for setState
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function setState
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for _mint
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for _mint
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function _mint
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for sendToken
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for sendToken
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function sendToken
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for _receiveFunds
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for _receiveFunds
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function _receiveFunds
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Range graph generated
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Processed function fallback
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Value Range Analysis took 0.025030 seconds
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Dependency detection started!
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Dependency detection finished!
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Static Analysis took 2.245636 seconds
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Dependency does not exist
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Analysis finished!
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Analysis took 2.245912 seconds
[INFO] | 2024-11-10 07:39:31 AM | analyzer.0x0acbcc45dde258b18c11b16b06bdc64fd91913ac | Analysis finished at: 2024-11-10 07:39:31 AM
