[INFO] | 2024-11-10 07:37:24 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Analysis started at: 2024-11-10 07:37:24 AM
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function safeAdd
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for safeMul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for safeMul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function safeMul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function deposit
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyActive
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyActive
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyActive
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyPaused
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyPaused
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyPaused
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function safeSub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function safeSub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function safeAdd
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for safeMul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for safeMul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function safeMul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyActive
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyActive
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyActive
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyPaused
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyPaused
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyPaused
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for onlyAuthorized
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for onlyAuthorized
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function onlyAuthorized
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for _approveForCasino
[WARNING] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for _approveForCasino
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function _approveForCasino
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function deposit
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for setOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for setOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function setOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for addModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for addModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function addModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for removeModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for removeModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function removeModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for setReceiver
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for setReceiver
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function setReceiver
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for setOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for setOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function setOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for addModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for addModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function addModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for removeModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for removeModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Processed function removeModerator
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Generating return summary for setReceiver
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Return summary generated for setReceiver
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x88355a32a8c5cc399aa09b9d21ebcba935ae5d2f | Range graph generated
