[INFO] | 2024-11-10 07:40:10 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Analysis started at: 2024-11-10 07:40:10 AM
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function div
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for sub
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for sub
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function sub
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for add
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for add
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function add
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function transfer
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function transferFrom
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Range graph generated
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function constructor
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for getBalance
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for getBalance
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function getBalance
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for getTargetWallet
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for getTargetWallet
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function getTargetWallet
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for getSecret
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for getSecret
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function getSecret
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for clean
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for clean
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function clean
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Range graph generated
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for withdraw
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for withdraw
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Range graph generated
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function withdraw
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for withdrawNoMoney
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for withdrawNoMoney
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Range graph generated
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function withdrawNoMoney
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for refund
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for refund
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function refund
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for createSwap
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for createSwap
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Range graph generated
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function createSwap
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Generating return summary for createSwapTarget
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Return summary generated for createSwapTarget
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Range graph generated
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Processed function createSwapTarget
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Value Range Analysis took 0.007769 seconds
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Dependency detection started!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | DAO dependency detected in file 0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec.sol in contract EthTokenToSmthSwaps in by composing functions createSwap and withdraw
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | DAO dependency detected in file 0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec.sol in contract EthTokenToSmthSwaps in by composing functions createSwap and withdrawNoMoney
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | DAO dependency detected in file 0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec.sol in contract EthTokenToSmthSwaps in by composing functions createSwap and refund
[INFO] | 2024-11-10 07:40:14 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | DAO dependency detected in file 0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec.sol in contract EthTokenToSmthSwaps in by composing functions createSwapTarget and withdraw
[INFO] | 2024-11-10 07:40:14 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | DAO dependency detected in file 0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec.sol in contract EthTokenToSmthSwaps in by composing functions createSwapTarget and withdrawNoMoney
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | DAO dependency detected in file 0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec.sol in contract EthTokenToSmthSwaps in by composing functions createSwapTarget and refund
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Dependency detection finished!
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Static Analysis took 4.125053 seconds
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Dependency exists
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Invoking symbolic executor!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Symbolic execution took 4.374415 seconds
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Symbolic execution finished!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Analysis finished!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Analysis took 8.500270 seconds
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec | Analysis finished at: 2024-11-10 07:40:19 AM
