[INFO] | 2024-11-10 07:37:57 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Analysis started at: 2024-11-10 07:37:57 AM
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function transfer
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for burnMyBalance
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for burnMyBalance
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function burnMyBalance
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for weiRaised
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for weiRaised
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function weiRaised
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for fundingGoal
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for fundingGoal
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function fundingGoal
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for extGoalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for extGoalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function extGoalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for isRunning
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for isRunning
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function isRunning
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for stopOnPause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for stopOnPause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function stopOnPause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for afterDeadline
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for afterDeadline
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function afterDeadline
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for isRunning
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for isRunning
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function isRunning
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for stopOnPause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for stopOnPause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function stopOnPause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for afterDeadline
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for afterDeadline
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function afterDeadline
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for tokenFallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for tokenFallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function tokenFallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for tokenFallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for tokenFallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function tokenFallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for burnRestTokens
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for burnRestTokens
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function burnRestTokens
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for burnRestTokens
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for burnRestTokens
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function burnRestTokens
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function goalReached
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for changeTreasury
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for changeTreasury
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function changeTreasury
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for adjustPrice
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for adjustPrice
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function adjustPrice
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function changeOwner
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function pause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function unpause
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for changeTreasury
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for changeTreasury
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function changeTreasury
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for adjustPrice
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for adjustPrice
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function adjustPrice
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for prolong
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for prolong
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function prolong
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for safeWithdrawal
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for safeWithdrawal
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function safeWithdrawal
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Processed function constructor
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Value Range Analysis took 0.029058 seconds
