[INFO] | 2024-11-10 07:37:07 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for checkstatus
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function checkstatus
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for nextonetogetpaid
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for nextonetogetpaid
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function nextonetogetpaid
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for Payoutnextrefund
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for Payoutnextrefund
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function Payoutnextrefund
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for currentPlayers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for currentPlayers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function currentPlayers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for acceptOffer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for acceptOffer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function acceptOffer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for allocateSurvivorWinnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for allocateSurvivorWinnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function allocateSurvivorWinnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for invalidateStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for invalidateStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function invalidateStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for buy
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for buy
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function buy
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for div
[WARNING] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for disburse
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for disburse
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function disburse
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for myDividends
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for myDividends
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function myDividends
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for prepareStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for prepareStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function prepareStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for isNewToStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for isNewToStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function isNewToStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for isValidOffer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for isValidOffer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function isValidOffer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for canPayFromVault
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for canPayFromVault
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function canPayFromVault
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for hasEarnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for hasEarnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function hasEarnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for sub
[WARNING] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for tryFinalizeStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for tryFinalizeStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function tryFinalizeStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for contractownsthismanyP3D
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for contractownsthismanyP3D
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function contractownsthismanyP3D
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for Expand
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for Expand
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function Expand
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for changevanity
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for changevanity
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function changevanity
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for DivsToRefundpot
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for DivsToRefundpot
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function DivsToRefundpot
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for DonateToLosers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for DonateToLosers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function DonateToLosers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for myEarnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for myEarnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function myEarnings
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for offerAsSacrifice
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for offerAsSacrifice
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function offerAsSacrifice
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for offerAsSacrificeFromVault
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for offerAsSacrificeFromVault
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function offerAsSacrificeFromVault
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Processed function withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Value Range Analysis took 0.049935 seconds
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Dependency detection started!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Static Analysis took 4.098159 seconds
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Dependency does not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x479cbe1f6a7fa4d7e304ae983803c46e85ced870 | Analysis finished!
