[INFO] | 2024-11-10 07:37:33 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Analysis started at: 2024-11-10 07:37:33 AM
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for Crowdsale
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for Crowdsale
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function Crowdsale
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for getPrice
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for getPrice
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function getPrice
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for getUnsoldTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for getUnsoldTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function getUnsoldTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function fallback
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for checkAdmin
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for checkAdmin
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function checkAdmin
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for changeStage
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for changeStage
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function changeStage
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Generating return summary for closeCrowdsale
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Return summary generated for closeCrowdsale
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Processed function closeCrowdsale
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Value Range Analysis took 0.004456 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Dependency detection started!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Dependency detection finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Static Analysis took 1.314669 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Dependency does not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Analysis finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Analysis took 1.314867 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xb25cef763846fe25185de5cf970fdf2ac13fc16d | Analysis finished at: 2024-11-10 07:37:34 AM
