[INFO] | 2024-11-10 07:38:11 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Analysis started at: 2024-11-10 07:38:11 AM
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function sub
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for add
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for add
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function add
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function approve
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function allowance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for OpportyToken
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for OpportyToken
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function OpportyToken
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for HoldPresaleContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for HoldPresaleContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function HoldPresaleContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for onlyAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for onlyAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function onlyAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for OpportyPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for OpportyPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function OpportyPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for withdrawEth
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for withdrawEth
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function withdrawEth
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for getEthRaised
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for getEthRaised
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function getEthRaised
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for onlyOwner
