[INFO] | 2024-11-10 07:41:24 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Analysis started at: 2024-11-10 07:41:24 AM
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Range graph generated
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Generating return summary for AddMessage
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Return summary generated for AddMessage
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Range graph generated
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Processed function AddMessage
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Generating return summary for Put
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Return summary generated for Put
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Range graph generated
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Processed function Put
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Generating return summary for Collect
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Return summary generated for Collect
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Range graph generated
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Processed function Collect
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Range graph generated
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Processed function fallback
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Value Range Analysis took 0.002419 seconds
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Dependency detection started!
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Dependency detection finished!
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Static Analysis took 0.834888 seconds
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Dependency does not exist
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Analysis finished!
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Analysis took 0.835074 seconds
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0x143eea4413231878f58dc812b3dc6f22835a5dd6 | Analysis finished at: 2024-11-10 07:41:25 AM
