[INFO] | 2024-11-10 07:37:03 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Analysis started at: 2024-11-10 07:37:03 AM
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function mul
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for div
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for div
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function div
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function sub
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for add
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for add
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function add
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function constructor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for authorize
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for authorize
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function authorize
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for addContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for addContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function addContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for getContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for getContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function getContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for removeContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for removeContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function removeContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for updateContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for updateContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function updateContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for setAuthorizedContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for setAuthorizedContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function setAuthorizedContract
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for mintTokens
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for mintTokens
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function mintTokens
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for sendBoughtTokens
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for sendBoughtTokens
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function sendBoughtTokens
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for changeDepositAddress
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for changeDepositAddress
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function changeDepositAddress
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function constructor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for query
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for query
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function query
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for query_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for query_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function query_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for query2
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for query2
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function query2
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for query2_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for query2_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function query2_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for queryN
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for queryN
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function queryN
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for queryN_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for queryN_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function queryN_withGasLimit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function getPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function getPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for setProofType
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for setProofType
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function setProofType
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for setCustomGasPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for setCustomGasPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function setCustomGasPrice
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function getAddress
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for __callback
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for __callback
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function __callback
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function getCodeSize
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function parseAddr
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for strCompare
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for strCompare
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function strCompare
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for indexOf
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for indexOf
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function indexOf
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for strConcat
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for strConcat
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function strConcat
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for parseInt
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for parseInt
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function parseInt
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for uint2str
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for uint2str
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function uint2str
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for stra2cbor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for stra2cbor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function stra2cbor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for ba2cbor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for ba2cbor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function ba2cbor
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Processed function oraclize_setNetworkName
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x0224853bdff6b04ce259d87303b7523d4e16d656 | Generating return summary for oraclize_getNetworkName
