[INFO] | 2024-11-10 07:46:01 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Analysis started at: 2024-11-10 07:46:01 AM
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function balanceOf
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for fromOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for fromOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function fromOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Range graph generated
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for size
[WARNING] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for size
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function size
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for has
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for has
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function has
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for fromOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for fromOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function fromOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for issueDividend
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for issueDividend
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function issueDividend
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for profitsSendable
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for profitsSendable
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function profitsSendable
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Range graph generated
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Range graph generated
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for fallback
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for fallback
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function fallback
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for fromWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for fromWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function fromWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Range graph generated
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Range graph generated
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function constructor
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getRegistry
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for fallback
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for fallback
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function fallback
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for _errorAndRefund
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for _errorAndRefund
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function _errorAndRefund
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getCollateral
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for computePayout
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for computePayout
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function computePayout
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for computeResult
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for computeResult
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function computeResult
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for numUsers
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for numUsers
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function numUsers
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for numRolls
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for numRolls
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function numRolls
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for totalWagered
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for totalWagered
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function totalWagered
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for totalWon
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for totalWon
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function totalWon
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for minBet
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for minBet
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function minBet
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for maxBet
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for maxBet
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function maxBet
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for minNumber
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for minNumber
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function minNumber
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for maxNumber
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for maxNumber
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function maxNumber
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for feeBips
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for feeBips
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function feeBips
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for fromWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for fromWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function fromWhitelistOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for fromAdmin
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for fromAdmin
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function fromAdmin
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | State variable assignement do not exist
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Processed function getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Generating return summary for getOwner
[INFO] | 2024-11-10 07:46:06 AM | analyzer.0x04797c1ae852a31665d8e512ddae33e6044ef39d | Return summary generated for getOwner
