[INFO] | 2024-11-10 07:37:03 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Analysis started at: 2024-11-10 07:37:03 AM
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for owned
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for owned
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function owned
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transfer
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function approve
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function allowance
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for BitProCoinX
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for BitProCoinX
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function BitProCoinX
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for sell
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for sell
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function sell
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function mul
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for div
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for div
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function div
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function sub
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for add
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for add
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function add
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function fallback
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for setPrices
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for setPrices
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function setPrices
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for buy
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for buy
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function buy
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Range graph generated
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2 | Generating return summary for onlyPay
