[INFO] | 2024-11-10 07:38:52 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Analysis started at: 2024-11-10 07:38:52 AM
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function burn
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function burnFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function TokenERC20
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for _transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for _transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function _transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for burn
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for burn
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function burn
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function burnFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for owned
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for owned
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function owned
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for _transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for _transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function _transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for balanceOfa
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for balanceOfa
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function balanceOfa
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function approveAndCall
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function approveAndCall
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for EncryptedToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for EncryptedToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function EncryptedToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for buy
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for buy
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function buy
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function fallback
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for mintToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for mintToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function mintToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for freezeAccount
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for freezeAccount
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function freezeAccount
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for setPrices
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for setPrices
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function setPrices
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for selfdestructs
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for selfdestructs
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function selfdestructs
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Generating return summary for getEth
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Return summary generated for getEth
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Processed function getEth
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Value Range Analysis took 0.022935 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Dependency detection started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Dependency detection finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Static Analysis took 2.542815 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Dependency does not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Analysis finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Analysis took 2.543059 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xc524079859fd32597f257c175c5f9e239c1dd2db | Analysis finished at: 2024-11-10 07:38:55 AM
