[INFO] | 2024-11-10 07:41:59 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Analysis started at: 2024-11-10 07:41:59 AM
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for min
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for min
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function min
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for requireNotZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for requireNotZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function requireNotZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for requireNotZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for requireNotZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function requireNotZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for notZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for notZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function notZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for isZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for isZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function isZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for isZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for isZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function isZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for notZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for notZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function notZero
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for mul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for mul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function mul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for div
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for div
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function div
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for toMemory
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for toMemory
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function toMemory
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for mmul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for mmul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function mmul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for mdiv
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for mdiv
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function mdiv
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for toAddress
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for toAddress
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function toAddress
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for isNotContract
[WARNING] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Can there be this kind of variables
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for isNotContract
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function isNotContract
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for mul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for mul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function mul
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for div
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for div
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function div
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for sub
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for sub
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function sub
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for add
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for add
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function add
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for mod
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for mod
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function mod
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Range graph generated
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for investorShortInfo
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for investorShortInfo
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function investorShortInfo
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for investorInfo
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for investorInfo
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function investorInfo
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for isActive
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for isActive
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function isActive
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for provideAccessFor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for provideAccessFor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function provideAccessFor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Range graph generated
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for isInvestor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for isInvestor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function isInvestor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for investorInfo
[WARNING] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for investorInfo
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function investorInfo
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function onlyOwner
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for startAt
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for startAt
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function startAt
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for currDay
[WARNING] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | No lvalue eligible assignment, is this some bug!
[WARNING] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for currDay
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function currDay
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Range graph generated
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function constructor
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function disown
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for balanceETH
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for balanceETH
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function balanceETH
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for advertisingPercent
[WARNING] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for advertisingPercent
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function advertisingPercent
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for adminsPercent
[WARNING] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for adminsPercent
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function adminsPercent
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Range graph generated
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function onlyOwner
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for notFromContract
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for notFromContract
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function notFromContract
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for balanceChanged
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Return summary generated for balanceChanged
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Processed function balanceChanged
[INFO] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | Generating return summary for maxInvestmentFor
[WARNING] | 2024-11-10 07:42:04 AM | analyzer.0x01fd49a2042e962eb9b4f7fa1efaa8eac4cefeed | instrs length LocalVariableInitFromTupleSolc is more than 1
