[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Analysis started at: 2024-11-10 07:37:40 AM
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function safeAdd
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for ShortOrder
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for ShortOrder
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function ShortOrder
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for nonActivationShortWithdrawal
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for nonActivationShortWithdrawal
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function nonActivationShortWithdrawal
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnTokenBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnTokenBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnTokenBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnUserBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnUserBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnUserBalance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnCoupon
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnCoupon
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnCoupon
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnTokenDepositState
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnTokenDepositState
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnTokenDepositState
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnHash
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnHash
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnHash
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnAddress
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnAddress
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnAddress
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnHashLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnHashLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnHashLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnLongAddress
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnLongAddress
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnLongAddress
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for exerciseLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for exerciseLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function exerciseLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for claimDonations
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for claimDonations
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function claimDonations
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for tokenFulfillmentDeposit
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for tokenFulfillmentDeposit
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function tokenFulfillmentDeposit
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnCouponProportion
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnCouponProportion
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnCouponProportion
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnLongCouponAmount
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnLongCouponAmount
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnLongCouponAmount
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for returnLongTokenAmount
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for returnLongTokenAmount
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function returnLongTokenAmount
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for buyLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for buyLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function buyLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for nonActivationWithdrawal
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for nonActivationWithdrawal
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function nonActivationWithdrawal
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for depositCoupon
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for depositCoupon
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function depositCoupon
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for placeLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for placeLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function placeLong
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for changeAdmin
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for changeAdmin
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function changeAdmin
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Value Range Analysis took 0.022506 seconds
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Dependency detection started!
[INFO] | 2024-11-10 07:37:49 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions tokenFulfillmentDeposit and tokenFulfillmentDeposit
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions tokenFulfillmentDeposit and exerciseLong
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions tokenFulfillmentDeposit and returnLongTokenAmount
[INFO] | 2024-11-10 07:37:57 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and tokenFulfillmentDeposit
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and depositCoupon
[INFO] | 2024-11-10 07:38:08 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and placeLong
[INFO] | 2024-11-10 07:38:13 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and buyLong
[INFO] | 2024-11-10 07:39:14 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and exerciseLong
[INFO] | 2024-11-10 07:39:17 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and nonActivationShortWithdrawal
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and nonActivationWithdrawal
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and returnCouponProportion
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and returnLongCouponAmount
[INFO] | 2024-11-10 07:39:29 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | DAO dependency detected in file 0xac355d24591c01ad44f8da36ec7629d275a2c6e1.sol in contract ShortOrder in by composing functions exerciseLong and returnLongTokenAmount
[INFO] | 2024-11-10 07:39:29 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:29 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Static Analysis took 108.946517 seconds
[INFO] | 2024-11-10 07:39:29 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Dependency exists
[INFO] | 2024-11-10 07:39:29 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Invoking symbolic executor!
[INFO] | 2024-11-10 07:41:02 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Symbolic execution took 93.036354 seconds
[INFO] | 2024-11-10 07:41:02 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Symbolic execution finished!
[INFO] | 2024-11-10 07:41:02 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Analysis finished!
[INFO] | 2024-11-10 07:41:02 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Analysis took 201.984016 seconds
[INFO] | 2024-11-10 07:41:02 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Analysis finished at: 2024-11-10 07:41:02 AM
