[INFO] | 2024-11-10 07:40:40 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Analysis started at: 2024-11-10 07:40:40 AM
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Generating return summary for sendable
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Return summary generated for sendable
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Processed function sendable
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Range graph generated
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Processed function changeOwner
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Generating return summary for sendTo
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Return summary generated for sendTo
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Processed function sendTo
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Value Range Analysis took 0.073231 seconds
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Dependency detection started!
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Dependency detection finished!
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Static Analysis took 1.089505 seconds
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Dependency does not exist
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Analysis finished!
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Analysis took 1.089860 seconds
[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x25067272880fa0e49f1cebc988a2eed8485343a6 | Analysis finished at: 2024-11-10 07:40:41 AM
