[INFO] | 2024-11-10 07:37:41 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Analysis started at: 2024-11-10 07:37:41 AM
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Range graph generated
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Range graph generated
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function transfer
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Range graph generated
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function approve
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function allowance
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for MNTP
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for MNTP
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Range graph generated
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function MNTP
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function fallback
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Range graph generated
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for onlyCreator
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for onlyCreator
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function onlyCreator
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for byCreatorOrIcoContract
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for byCreatorOrIcoContract
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function byCreatorOrIcoContract
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeMul
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeSub
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function safeAdd
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Generating return summary for GoldmintUnsold
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Return summary generated for GoldmintUnsold
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Range graph generated
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0x926e81009c2fa4475e1c798a8c43a4f598575c80 | Processed function GoldmintUnsold
