[INFO] | 2024-11-10 07:40:08 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Analysis started at: 2024-11-10 07:40:08 AM
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for send
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for send
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function send
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for send
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for send
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function send
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function constructor
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function onlyPendingOwner
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transfer
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
