[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Analysis started at: 2024-11-10 07:38:39 AM
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Processed function deposit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Processed function withdraw
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Generating return summary for kill
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Return summary generated for kill
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Processed function kill
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Range graph generated
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Processed function fallback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Value Range Analysis took 0.002834 seconds
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Dependency detection started!
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Static Analysis took 1.115153 seconds
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Dependency does not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Analysis finished!
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Analysis took 1.115377 seconds
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x33b44a1d150f3feaa40503ad20a75634adc39b18 | Analysis finished at: 2024-11-10 07:38:40 AM
