[INFO] | 2024-11-10 07:37:38 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Analysis started at: 2024-11-10 07:37:38 AM
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Range graph generated
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Processed function constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Generating return summary for acceptNextOwner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Return summary generated for acceptNextOwner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Range graph generated
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Processed function acceptNextOwner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Processed function fallback
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Generating return summary for getBonusProgrammLevel
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Return summary generated for getBonusProgrammLevel
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Processed function getBonusProgrammLevel
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Generating return summary for _getPlinkoCellRatio
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Return summary generated for _getPlinkoCellRatio
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Processed function _getPlinkoCellRatio
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Generating return summary for getRouletteWinAmount
[WARNING] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Return summary generated for getRouletteWinAmount
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Range graph generated
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Processed function getRouletteWinAmount
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Generating return summary for sendFunds
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Return summary generated for sendFunds
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Processed function sendFunds
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Generating return summary for checkJackPotWin
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x0c073c92e7684031cfc297b83ecc33619e864d18 | Return summary generated for checkJackPotWin
