[INFO] | 2024-11-10 07:37:40 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Analysis started at: 2024-11-10 07:37:40 AM
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function pickTicket
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for randomTicket
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for randomTicket
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function randomTicket
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for proofOfSalt
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for proofOfSalt
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function proofOfSalt
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for closeGame
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for closeGame
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function closeGame
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for claimOwnerFee
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for claimOwnerFee
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function claimOwnerFee
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for distributeWinnings
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for distributeWinnings
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function distributeWinnings
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for claimPrize
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for claimPrize
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function claimPrize
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for paidOut
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for paidOut
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function paidOut
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for setCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for setCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function setCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for Owned
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for Owned
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Range graph generated
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function Owned
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for setCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for setCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function setCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for LotteryGameLogic
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for LotteryGameLogic
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Range graph generated
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function LotteryGameLogic
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function isUpgradeAllowed
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for onlyCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for onlyCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function onlyCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for onlyWhenNoRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for onlyWhenNoRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function onlyWhenNoRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for onlyBeforeDraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for onlyBeforeDraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function onlyBeforeDraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for onlyAfterDraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for onlyAfterDraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function onlyAfterDraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for onlyFromCurrentRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for onlyFromCurrentRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function onlyFromCurrentRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Range graph generated
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for startRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for startRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Range graph generated
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function startRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for closeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for closeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function closeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function finalizeRound
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Range graph generated
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function shutdown
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function withdraw
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function deposit
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Generating return summary for setCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Return summary generated for setCurator
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Range graph generated
[INFO] | 2024-11-10 07:37:42 AM | analyzer.0x72bf3030e276a96539143551bd8f91aff699bf7c | Processed function setCurator
