[INFO] | 2024-09-29 03:54:24 AM | analyzer.require_slither_plus_cases | Analysis started at: 2024-09-29 03:54:24 AM
[INFO] | 2024-09-29 03:54:25 AM | analyzer.require_slither_plus_cases | Dependency detection started!
[INFO] | 2024-09-29 03:54:25 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_1 and slithermine_1
[INFO] | 2024-09-29 03:54:25 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_1 and slithermine_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_1 and buggy_require_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_1 and slithermine_18
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_1 and slithermine_24
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_2 and slithermine_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_2 and slithermine_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_2 and buggy_require_1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_2 and slithermine_18
[INFO] | 2024-09-29 03:54:27 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_2 and slithermine_24
[INFO] | 2024-09-29 03:54:27 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions buggy_require_1 and slithermine_1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions buggy_require_1 and slithermine_2
[INFO] | 2024-09-29 03:54:28 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions buggy_require_1 and buggy_require_1
[INFO] | 2024-09-29 03:54:28 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions buggy_require_1 and slithermine_18
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions buggy_require_1 and slithermine_24
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_18 and slithermine_1
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_18 and slithermine_2
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_18 and buggy_require_1
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_18 and slithermine_18
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_18 and slithermine_24
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_24 and slithermine_1
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_24 and slithermine_2
[INFO] | 2024-09-29 03:54:29 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_24 and buggy_require_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_24 and slithermine_18
[INFO] | 2024-09-29 03:54:30 AM | analyzer.require_slither_plus_cases | DAO dependency detected in file require_slither_plus_cases.sol in contract SimpleDAO in by composing functions slithermine_24 and slithermine_24
[INFO] | 2024-09-29 03:54:30 AM | analyzer.require_slither_plus_cases | Dependency detection finished!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.require_slither_plus_cases | Static Analysis took 5.440827 seconds
[INFO] | 2024-09-29 03:54:30 AM | analyzer.require_slither_plus_cases | Dependency exists
[INFO] | 2024-09-29 03:54:30 AM | analyzer.require_slither_plus_cases | Invoking symbolic executor!
[INFO] | 2024-09-29 03:54:41 AM | analyzer.require_slither_plus_cases | Symbolic execution took 11.090338 seconds
[INFO] | 2024-09-29 03:54:41 AM | analyzer.require_slither_plus_cases | Symbolic execution finished!
[INFO] | 2024-09-29 03:54:41 AM | analyzer.require_slither_plus_cases | Analysis finished!
[INFO] | 2024-09-29 03:54:41 AM | analyzer.require_slither_plus_cases | Analysis took 16.531845 seconds
[INFO] | 2024-09-29 03:54:41 AM | analyzer.require_slither_plus_cases | Analysis finished at: 2024-09-29 03:54:41 AM
