[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Analysis started at: 2024-11-10 07:38:28 AM
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for mul
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for mul
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function mul
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for div
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for div
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function div
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for sub
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for sub
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function sub
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for add
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for add
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function add
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for mod
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for mod
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function mod
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function approve
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function transferFrom
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for name
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for name
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function name
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for symbol
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for symbol
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function symbol
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for decimals
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for decimals
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function decimals
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for _setRoundTime
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for _setRoundTime
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function _setRoundTime
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for setGameWaveAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for setGameWaveAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function setGameWaveAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for setBearsAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for setBearsAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function setBearsAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for setBullsAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for setBullsAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function setBullsAddress
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for getNow
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for getNow
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function getNow
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for getState
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for getState
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function getState
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Range graph generated
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function constructor
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function totalSupply
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function balanceOf
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function allowance
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0x1f42f986f9ef31d6ef787565b211bce0eb877bcc | Processed function transfer
