[INFO] | 2024-11-10 07:37:33 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Analysis started at: 2024-11-10 07:37:33 AM
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for updateEthPrice
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function updateEthPrice
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Value Range Analysis took 0.011023 seconds
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Dependency detection started!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Static Analysis took 2.074336 seconds
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Dependency does not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Analysis finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Analysis took 2.074591 seconds
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Analysis finished at: 2024-11-10 07:37:35 AM
