[INFO] | 2024-11-10 07:37:33 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Analysis started at: 2024-11-10 07:37:33 AM
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function add
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function balanceOf
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function transfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function constructor
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for lockOver
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for lockOver
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function lockOver
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for tokenBalance
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for tokenBalance
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function tokenBalance
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for lock
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for lock
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function lock
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Generating return summary for release
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Return summary generated for release
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Processed function release
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Value Range Analysis took 0.008773 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Dependency detection started!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Dependency detection finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Static Analysis took 1.478418 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Dependency does not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Analysis finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Analysis took 1.478714 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x71d57fc11e9d85d8ce2b5acc9019af399bf0cbcb | Analysis finished at: 2024-11-10 07:37:34 AM
