[INFO] | 2024-11-10 07:38:58 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Analysis started at: 2024-11-10 07:38:58 AM
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for mul
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function mul
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for div
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for div
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function div
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for sub
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for sub
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function sub
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for add
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for add
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function add
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function approve
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function allowance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for OpportyToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for OpportyToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function OpportyToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for onlyAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for onlyAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function onlyAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for whenNotPaused
