[INFO] | 2024-11-10 07:37:18 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Analysis started at: 2024-11-10 07:37:18 AM
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function Ownable
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for KittenSelfDrop
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for KittenSelfDrop
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function KittenSelfDrop
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for participant
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for participant
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function participant
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function fallback
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for setDropNumber
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for setDropNumber
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function setDropNumber
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for withdrawKittenCoins
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for withdrawKittenCoins
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function withdrawKittenCoins
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for updateKittenCoinsRemainingToDrop
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for updateKittenCoinsRemainingToDrop
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function updateKittenCoinsRemainingToDrop
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for setHolderAmount
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for setHolderAmount
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function setHolderAmount
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for setRewards
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for setRewards
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function setRewards
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Generating return summary for withdrawAll
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Return summary generated for withdrawAll
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Processed function withdrawAll
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Value Range Analysis took 0.012601 seconds
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Dependency detection started!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Static Analysis took 1.767305 seconds
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Dependency does not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Analysis finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Analysis took 1.767595 seconds
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8 | Analysis finished at: 2024-11-10 07:37:20 AM
