[INFO] | 2024-11-10 07:37:29 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Analysis started at: 2024-11-10 07:37:29 AM
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for setCharge
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function setCharge
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SetRedeemRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SetRedeemRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SetRedeemRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for setCharge
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for setCharge
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function setCharge
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SetRedeemRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SetRedeemRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SetRedeemRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for DepositMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for DepositMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function DepositMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for RedeemMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for RedeemMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function RedeemMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function ClaimMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for DepositMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for DepositMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function DepositMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for RedeemMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for RedeemMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function RedeemMTU
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SendEtherToBoard
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SendEtherToBoard
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SendEtherToBoard
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SendEtherToAsset
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SendEtherToAsset
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SendEtherToAsset
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SendEtherToDex
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SendEtherToDex
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SendEtherToDex
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SendERC20ToAsset
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SendERC20ToAsset
