[INFO] | 2024-11-10 07:37:30 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Analysis started at: 2024-11-10 07:37:30 AM
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function approve
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function allowance
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for getBalanceOf
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for getBalanceOf
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function getBalanceOf
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for DCY_preICO
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for DCY_preICO
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Range graph generated
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function DCY_preICO
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Range graph generated
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for afterDeadline
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for afterDeadline
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function afterDeadline
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for fallback
[WARNING] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | No lvalue eligible assignment, is this some bug!
[WARNING] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | No lvalue eligible assignment, is this some bug!
[WARNING] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | No lvalue eligible assignment, is this some bug!
[WARNING] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Range graph generated
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function fallback
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for bringBackTokens
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for bringBackTokens
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Range graph generated
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function bringBackTokens
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for updateTokensAvailable
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for updateTokensAvailable
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Range graph generated
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function updateTokensAvailable
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for checkGoalReached
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for checkGoalReached
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Range graph generated
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function checkGoalReached
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Generating return summary for safeWithdrawal
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Return summary generated for safeWithdrawal
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Range graph generated
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Processed function safeWithdrawal
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Value Range Analysis took 0.008297 seconds
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Dependency detection started!
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Static Analysis took 1.814763 seconds
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Dependency does not exist
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Analysis finished!
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Analysis took 1.815046 seconds
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x92579f2fa430b20bf6ce9d19938fe061aad992e2 | Analysis finished at: 2024-11-10 07:37:31 AM
