[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Analysis started at: 2024-11-10 07:37:05 AM
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function receiveApproval
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function TokenERC20
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function _transfer
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for approve
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for approve
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function approve
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for burn
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for burn
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function burn
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function burnFrom
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function TokenERC20
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function _transfer
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for approve
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for approve
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function approve
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for burn
[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for burn
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function burn
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function burnFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function _transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for SmcdCoin
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for SmcdCoin
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function SmcdCoin
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for buy
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for buy
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function buy
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for setPrices
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for setPrices
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function setPrices
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Generating return summary for selfdestructs
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Return summary generated for selfdestructs
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Processed function selfdestructs
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Value Range Analysis took 0.042976 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Dependency detection started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Dependency detection finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Static Analysis took 2.673910 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Dependency does not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Analysis finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Analysis took 2.674605 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xdef5dce5781220efda3f5235cc6e5dd5a08e22bd | Analysis finished at: 2024-11-10 07:37:08 AM
