[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Analysis started at: 2024-11-10 07:39:12 AM
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for checkAdmin
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Range graph generated
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function checkAdmin
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for changeStage
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for changeStage
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Range graph generated
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function changeStage
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for closeCrowdsale
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for closeCrowdsale
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Range graph generated
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function closeCrowdsale
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Value Range Analysis took 0.004472 seconds
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Dependency detection started!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Dependency detection finished!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Static Analysis took 1.238729 seconds
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Dependency does not exist
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Analysis finished!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Analysis took 1.238956 seconds
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Analysis finished at: 2024-11-10 07:39:13 AM
