[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Analysis started at: 2024-11-10 07:38:18 AM
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Processed function authorize
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Value Range Analysis took 0.003358 seconds
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Dependency detection started!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Dependency detection finished!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Static Analysis took 1.190649 seconds
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Dependency does not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Analysis finished!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Analysis took 1.190998 seconds
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Analysis finished at: 2024-11-10 07:38:19 AM
