[INFO] | 2024-11-10 07:38:13 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Analysis started at: 2024-11-10 07:38:13 AM
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Generating return summary for unsoldTokensBack
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Return summary generated for unsoldTokensBack
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Range graph generated
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Processed function unsoldTokensBack
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Value Range Analysis took 0.007979 seconds
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Dependency detection started!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Static Analysis took 1.552466 seconds
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Dependency does not exist
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Analysis finished!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Analysis took 1.552762 seconds
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Analysis finished at: 2024-11-10 07:38:14 AM
