[INFO] | 2024-11-10 07:37:07 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Processed function donate
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Generating return summary for donateP3D
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Return summary generated for donateP3D
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Processed function donateP3D
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Processed function fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Processed function withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Processed function withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Generating return summary for withdrawAndSend
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Return summary generated for withdrawAndSend
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Processed function withdrawAndSend
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Value Range Analysis took 0.006345 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Dependency detection started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Static Analysis took 1.491261 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Dependency does not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Analysis finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Analysis took 1.491460 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x9ed484129f09e5a90a13f4e914a0bd6fa08ceba7 | Analysis finished at: 2024-11-10 07:37:08 AM
