[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Analysis started at: 2024-11-10 07:40:11 AM
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for isOpenToPublic
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for isOpenToPublic
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function isOpenToPublic
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for onlyPlayers
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for onlyPlayers
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function onlyPlayers
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function transfer
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for play
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for play
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function play
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for donate
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for donate
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function donate
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function constructor
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for wager
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for wager
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function wager
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for OpenToThePublic
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for OpenToThePublic
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function OpenToThePublic
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for AdjustBetAmounts
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for AdjustBetAmounts
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function AdjustBetAmounts
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for AdjustDifficulty
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for AdjustDifficulty
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function AdjustDifficulty
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Value Range Analysis took 0.010642 seconds
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Dependency detection started!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Dependency detection finished!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Static Analysis took 1.694822 seconds
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Dependency does not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Analysis finished!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Analysis took 1.695014 seconds
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Analysis finished at: 2024-11-10 07:40:13 AM
