[INFO] | 2024-09-29 03:54:23 AM | analyzer.tools_fp_fn | Analysis started at: 2024-09-29 03:54:23 AM
[INFO] | 2024-09-29 03:54:25 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_single_statement and buggy_single_statement
[INFO] | 2024-09-29 03:54:25 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_single_statement and buggy_indirect_control_dep
[INFO] | 2024-09-29 03:54:25 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_indirect_control_dep and non_buggy_send
[INFO] | 2024-09-29 03:54:25 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_indirect_control_dep and non_buggy_call
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_indirect_control_dep and buggy_single_statement
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_indirect_control_dep and buggy_indirect_control_dep
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_withdrawBalance and non_buggy_send
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_withdrawBalance and non_buggy_call
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | DAO dependency detected in file tools_fp_fn.sol in contract SimpleDAO in by composing functions buggy_withdrawBalance and buggy_withdrawBalance
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | Dependency detection finished!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | Static Analysis took 2.647848 seconds
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | Dependency exists
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tools_fp_fn | Invoking symbolic executor!
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tools_fp_fn | Symbolic execution took 6.178206 seconds
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tools_fp_fn | Symbolic execution finished!
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tools_fp_fn | Analysis finished!
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tools_fp_fn | Analysis took 8.826869 seconds
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tools_fp_fn | Analysis finished at: 2024-09-29 03:54:32 AM

real	0m10.289s
user	0m14.988s
sys	0m5.902s
