[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Analysis started at: 2024-11-10 07:37:21 AM
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for Owned
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for Owned
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function Owned
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for BoomerangLiquidity
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for BoomerangLiquidity
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function BoomerangLiquidity
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for donate
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for donate
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function donate
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for notPowh
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for notPowh
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function notPowh
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for payout
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for payout
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function payout
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function withdraw
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function deposit
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Processed function fallback
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Value Range Analysis took 0.013099 seconds
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Dependency detection started!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Static Analysis took 1.763223 seconds
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Dependency does not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Analysis finished!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Analysis took 1.763523 seconds
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0 | Analysis finished at: 2024-11-10 07:37:23 AM

real	0m3.792s
user	0m4.447s
sys	0m2.196s
