[INFO] | 2024-11-10 07:37:57 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Analysis started at: 2024-11-10 07:37:57 AM
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Return summary generated for AddUser
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Processed function AddUser
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Generating return summary for SetAddress
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Return summary generated for SetAddress
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Processed function SetAddress
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Generating return summary for SetAmount
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Return summary generated for SetAmount
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Processed function SetAmount
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Generating return summary for ResetAllAmount
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Return summary generated for ResetAllAmount
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Processed function ResetAllAmount
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Value Range Analysis took 0.008469 seconds
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Dependency detection started!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Static Analysis took 1.871218 seconds
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Dependency does not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Analysis finished!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Analysis took 1.871418 seconds
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x6a3f85f8a86e7b3de0269c20e9ab066dd57b8e21 | Analysis finished at: 2024-11-10 07:37:59 AM

real	0m3.802s
user	0m4.363s
sys	0m1.902s
