[INFO] | 2024-11-10 07:39:44 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Analysis started at: 2024-11-10 07:39:44 AM
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function currentCoefficient
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for timeOver
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for timeOver
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function timeOver
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for onlyCreator
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for onlyCreator
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function onlyCreator
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for inVotingPeriod
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for inVotingPeriod
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function inVotingPeriod
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for afterVotingPeriod
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for afterVotingPeriod
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function afterVotingPeriod
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for forward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for forward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function forward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for getSendersHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for getSendersHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function getSendersHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for getSumsHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for getSumsHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function getSumsHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for checkEndOfChallenge
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for checkEndOfChallenge
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function checkEndOfChallenge
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for startChallenge
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for startChallenge
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function startChallenge
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for sendReward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for sendReward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function sendReward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for sendCryptoVersusReward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for sendCryptoVersusReward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function sendCryptoVersusReward
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Generating return summary for voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Return summary generated for voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Processed function voteForCandidate
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Value Range Analysis took 0.018922 seconds
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Dependency detection started!
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Static Analysis took 2.552120 seconds
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Dependency does not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Analysis finished!
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Analysis took 2.552333 seconds
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x064c81842a12127759b85f3b2d261abcacc2bfb0 | Analysis finished at: 2024-11-10 07:39:46 AM

real	0m4.080s
user	0m5.354s
sys	0m3.008s
