[INFO] | 2024-11-10 07:37:59 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Analysis started at: 2024-11-10 07:37:59 AM
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function add
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function allowance
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function transfer
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function approve
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for burn
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for burn
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function burn
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function forwardFunds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for validPurchase
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for validPurchase
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function validPurchase
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for hasEnded
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for hasEnded
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function hasEnded
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for checkIfAddressIsWhiteListed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for checkIfAddressIsWhiteListed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function checkIfAddressIsWhiteListed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for determineBonus
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for determineBonus
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function determineBonus
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for isWithinContributionRange
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for isWithinContributionRange
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function isWithinContributionRange
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for changeStartAndEndDate
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for changeStartAndEndDate
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function changeStartAndEndDate
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for manualTokenTransfer
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for manualTokenTransfer
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function manualTokenTransfer
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for takeTokensBack
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for takeTokensBack
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function takeTokensBack
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for setPriceRate
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for setPriceRate
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function setPriceRate
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for pauseCrowdsale
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for pauseCrowdsale
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function pauseCrowdsale
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for resumeCrowdsale
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for resumeCrowdsale
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function resumeCrowdsale
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for addSingleAddressToWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for addSingleAddressToWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function addSingleAddressToWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for addMultipleAddressesToWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for addMultipleAddressesToWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function addMultipleAddressesToWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for removeSingleAddressFromWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for removeSingleAddressFromWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function removeSingleAddressFromWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for removeMultipleAddressesFromWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for removeMultipleAddressesFromWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function removeMultipleAddressesFromWhitelist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for buyTokens
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for buyTokens
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function buyTokens
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Processed function fallback
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Value Range Analysis took 0.018710 seconds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Dependency detection started!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Static Analysis took 3.205937 seconds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Dependency does not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Analysis finished!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Analysis took 3.206138 seconds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xdb8459034fc97eed3d43172909e1d353e9f4d282 | Analysis finished at: 2024-11-10 07:38:03 AM

real	0m5.116s
user	0m5.799s
sys	0m2.055s
