[INFO] | 2024-11-10 07:37:02 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Analysis started at: 2024-11-10 07:37:02 AM
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for purchase
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for purchase
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function purchase
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for pwner
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for pwner
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function pwner
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for withdrawTokens
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for withdrawTokens
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function withdrawTokens
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function withdraw
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for paySeller
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for paySeller
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function paySeller
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for haltPurchases
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for haltPurchases
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function haltPurchases
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for resumePurchases
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for resumePurchases
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function resumePurchases
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for updateAvailability
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for updateAvailability
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function updateAvailability
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for updatePrice
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for updatePrice
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function updatePrice
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Range graph generated
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Processed function fallback
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Value Range Analysis took 0.011073 seconds
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Dependency detection started!
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Static Analysis took 1.781476 seconds
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Dependency does not exist
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Analysis finished!
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Analysis took 1.781681 seconds
[INFO] | 2024-11-10 07:37:04 AM | analyzer.0xaa3f3485b5a009b34308707aa8e4c6f6c8e4dd49 | Analysis finished at: 2024-11-10 07:37:04 AM

real	0m3.442s
user	0m4.304s
sys	0m2.077s
