[INFO] | 2024-11-10 07:38:54 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Analysis started at: 2024-11-10 07:38:54 AM
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function allowance
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function constructor
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function constructor
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for getBlockTimestamp
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for getBlockTimestamp
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function getBlockTimestamp
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function renounceOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for release
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for release
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function release
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for safeTransfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for safeTransfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function safeTransfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for safeTransferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for safeTransferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function safeTransferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for safeApprove
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for safeApprove
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function safeApprove
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function renounceOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Generating return summary for deposit
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Return summary generated for deposit
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Processed function deposit
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Value Range Analysis took 0.007898 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Dependency detection started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Dependency detection finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Static Analysis took 1.798373 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Dependency does not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Analysis finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Analysis took 1.798596 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xd72d254737ab0a8de2ac43ba95557885ed13bbfd | Analysis finished at: 2024-11-10 07:38:55 AM

real	0m3.520s
user	0m4.541s
sys	0m2.450s
