[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Analysis started at: 2024-11-10 07:38:28 AM
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for setPeriod
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Range graph generated
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function setPeriod
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function fallback
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for initData
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for initData
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Range graph generated
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function initData
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for updateCurrentPeriod
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for updateCurrentPeriod
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Range graph generated
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function updateCurrentPeriod
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Range graph generated
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function transfer
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for getBalance
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for getBalance
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function getBalance
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for VestingContractABX
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for VestingContractABX
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Range graph generated
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function VestingContractABX
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for setOwner
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for setOwner
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Range graph generated
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function setOwner
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Generating return summary for ownerTransfer
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Return summary generated for ownerTransfer
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Processed function ownerTransfer
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Value Range Analysis took 0.009993 seconds
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Dependency detection started!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Static Analysis took 2.525942 seconds
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Dependency does not exist
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Analysis finished!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Analysis took 2.526145 seconds
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0xdd654450e2ef8f672ef297ea3ff9aabea2e22840 | Analysis finished at: 2024-11-10 07:38:30 AM

real	0m4.559s
user	0m5.234s
sys	0m2.043s
