[INFO] | 2024-11-10 07:42:30 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Analysis started at: 2024-11-10 07:42:30 AM
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function onlyOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for Owned
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for Owned
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function Owned
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for IronHands
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for IronHands
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function IronHands
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for fallback
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for fallback
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function fallback
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for totalDividends
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for totalDividends
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function totalDividends
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for donate
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for donate
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function donate
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for backlogLength
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for backlogLength
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function backlogLength
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for backlogAmount
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for backlogAmount
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function backlogAmount
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for totalParticipants
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for totalParticipants
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function totalParticipants
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for totalSpent
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for totalSpent
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function totalSpent
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for amountOwed
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for amountOwed
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function amountOwed
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function onlyOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for notPowh
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for notPowh
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function notPowh
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for payout
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for payout
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function payout
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function withdraw
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for myTokens
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for myTokens
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function myTokens
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for myDividends
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for myDividends
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function myDividends
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function changeOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for amountIAmOwed
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for amountIAmOwed
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function amountIAmOwed
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function changeOwner
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Generating return summary for deposit
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Return summary generated for deposit
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Range graph generated
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Processed function deposit
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Value Range Analysis took 0.013830 seconds
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Value Range Analysis finished
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Dependency detection started!
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Dependency detection finished!
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Static Analysis took 1.892376 seconds
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Dependency does not exist
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Analysis finished!
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Analysis took 1.892551 seconds
[INFO] | 2024-11-10 07:42:32 AM | analyzer.0x099764910a38190bbd317857e635e6f461b11119 | Analysis finished at: 2024-11-10 07:42:32 AM

real	0m3.084s
user	0m5.072s
sys	0m3.679s
