[INFO] | 2024-11-10 07:37:22 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Analysis started at: 2024-11-10 07:37:22 AM
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for EncryptedToken
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for EncryptedToken
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function EncryptedToken
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for buy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for buy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function buy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function fallback
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for mintToken
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for mintToken
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function mintToken
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for freezeAccount
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for freezeAccount
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function freezeAccount
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for setPrices
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for setPrices
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function setPrices
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for selfdestructs
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for selfdestructs
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function selfdestructs
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Value Range Analysis took 0.014728 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Dependency detection started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Static Analysis took 2.622092 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Dependency does not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Analysis finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Analysis took 2.622461 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Analysis finished at: 2024-11-10 07:37:25 AM

real	0m4.677s
user	0m5.563s
sys	0m1.936s
