[INFO] | 2024-11-10 07:44:21 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Analysis started at: 2024-11-10 07:44:21 AM
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Return summary generated for Interestv3
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Range graph generated
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Processed function Interestv3
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Generating return summary for payInterest
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Return summary generated for payInterest
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Range graph generated
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Processed function payInterest
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Value Range Analysis took 0.005440 seconds
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Value Range Analysis finished
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Dependency detection started!
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Dependency detection finished!
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Static Analysis took 1.197399 seconds
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Dependency does not exist
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Analysis finished!
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Analysis took 1.197574 seconds
[INFO] | 2024-11-10 07:44:22 AM | analyzer.0xfcdd6d4f2cfb7cea900c4a57282cffcf3e41e068 | Analysis finished at: 2024-11-10 07:44:22 AM

real	0m2.374s
user	0m4.778s
sys	0m3.944s
