[INFO] | 2024-11-10 07:37:18 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Analysis started at: 2024-11-10 07:37:18 AM
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for buy
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for buy
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function buy
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function fallback
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for mintToken
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for mintToken
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function mintToken
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for freezeAccount
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for freezeAccount
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function freezeAccount
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for setPrices
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for setPrices
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function setPrices
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for selfdestructs
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for selfdestructs
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function selfdestructs
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Value Range Analysis took 0.014955 seconds
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Dependency detection started!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Static Analysis took 2.490395 seconds
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Dependency does not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Analysis finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Analysis took 2.490606 seconds
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Analysis finished at: 2024-11-10 07:37:20 AM

real	0m4.288s
user	0m5.116s
sys	0m1.891s
