[INFO] | 2024-11-10 07:37:03 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Analysis started at: 2024-11-10 07:37:03 AM
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Processed function withdrawTokens
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Range graph generated
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Processed function withdraw
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Generating return summary for paySeller
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Return summary generated for paySeller
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Range graph generated
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Processed function paySeller
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Generating return summary for haltPurchases
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Return summary generated for haltPurchases
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Range graph generated
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Processed function haltPurchases
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Generating return summary for resumePurchases
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Return summary generated for resumePurchases
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Range graph generated
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Processed function resumePurchases
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Generating return summary for updateAvailability
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Return summary generated for updateAvailability
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Range graph generated
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Processed function updateAvailability
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Generating return summary for updatePrice
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Return summary generated for updatePrice
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Range graph generated
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Processed function updatePrice
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Range graph generated
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Processed function fallback
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Value Range Analysis took 0.015711 seconds
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Dependency detection started!
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Static Analysis took 1.933710 seconds
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Dependency does not exist
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Analysis finished!
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Analysis took 1.933993 seconds
[INFO] | 2024-11-10 07:37:05 AM | analyzer.0xafc36ac17c5d84504064f944b27292e795d03398 | Analysis finished at: 2024-11-10 07:37:05 AM

real	0m4.004s
user	0m4.626s
sys	0m2.294s
