[INFO] | 2024-11-10 07:38:23 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Analysis started at: 2024-11-10 07:38:23 AM
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Return summary generated for setOwner
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Range graph generated
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Processed function setOwner
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Generating return summary for addAdmin
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Return summary generated for addAdmin
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Range graph generated
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Processed function addAdmin
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Generating return summary for removeAdmin
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Return summary generated for removeAdmin
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Processed function removeAdmin
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Generating return summary for withdrawAll
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Return summary generated for withdrawAll
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Processed function withdrawAll
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Generating return summary for withdrawAmount
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Return summary generated for withdrawAmount
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Processed function withdrawAmount
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Generating return summary for put
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Return summary generated for put
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Range graph generated
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Processed function put
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Generating return summary for revoke
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Return summary generated for revoke
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Range graph generated
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Processed function revoke
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Value Range Analysis took 0.015700 seconds
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Dependency detection started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions put and put
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions put and put
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions put and buy
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions put and buy
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions put and revoke
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions put and revoke
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions revoke and put
[INFO] | 2024-11-10 07:38:31 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions revoke and buy
[INFO] | 2024-11-10 07:38:31 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | DAO dependency detected in file 0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol in contract DecentralizedExchangeHotPotato in by composing functions revoke and revoke
[INFO] | 2024-11-10 07:38:31 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:31 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Static Analysis took 8.191213 seconds
[INFO] | 2024-11-10 07:38:31 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Dependency exists
[INFO] | 2024-11-10 07:38:31 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Invoking symbolic executor!
[INFO] | 2024-11-10 07:38:59 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Symbolic execution took 28.193292 seconds
[INFO] | 2024-11-10 07:38:59 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Symbolic execution finished!
[INFO] | 2024-11-10 07:38:59 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Analysis finished!
[INFO] | 2024-11-10 07:38:59 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Analysis took 36.385329 seconds
[INFO] | 2024-11-10 07:38:59 AM | analyzer.0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407 | Analysis finished at: 2024-11-10 07:38:59 AM

real	0m38.324s
user	0m25.348s
sys	0m3.802s
