[INFO] | 2024-11-10 07:38:57 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Analysis started at: 2024-11-10 07:38:57 AM
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for onlyBZx
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for onlyBZx
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function onlyBZx
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferBZxOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferBZxOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferBZxOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for eip20Transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for eip20Transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function eip20Transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for eip20Transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for eip20Transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function eip20Transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for eip20TransferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for eip20TransferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function eip20TransferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for eip20TransferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for eip20TransferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function eip20TransferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for eip20Approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for eip20Approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function eip20Approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for eip20Approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for eip20Approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function eip20Approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function renounceOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferBZxOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferBZxOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferBZxOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function fallback
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for withdrawEther
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for withdrawEther
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function withdrawEther
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for withdrawToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for withdrawToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function withdrawToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for depositToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for depositToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function depositToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Generating return summary for transferTokenFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Return summary generated for transferTokenFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Processed function transferTokenFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Value Range Analysis took 0.010741 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Dependency detection started!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Dependency detection finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Static Analysis took 1.703940 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Dependency does not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Analysis finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Analysis took 1.704157 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x9ecea0edc56f307cc343b2c8e3acb454d1faffda | Analysis finished at: 2024-11-10 07:38:58 AM

real	0m3.620s
user	0m4.371s
sys	0m2.102s
