[INFO] | 2024-11-10 07:39:50 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Analysis started at: 2024-11-10 07:39:50 AM
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for unit
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for unit
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for mul
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for mul
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function mul
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for div
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for div
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function div
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for sub
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for sub
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function sub
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for add
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for add
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function add
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for mod
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for mod
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function mod
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function unit
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for preciseUnit
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for preciseUnit
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function preciseUnit
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for preciseDecimalToDecimal
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for preciseDecimalToDecimal
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function preciseDecimalToDecimal
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyTarget
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyTarget
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyTarget
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyProxy
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyProxy
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyProxy
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function constructor
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function constructor
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for onlyAssociatedContract
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for onlyAssociatedContract
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Processed function onlyAssociatedContract
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5 | Range graph generated
