[INFO] | 2024-11-10 07:40:30 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Analysis started at: 2024-11-10 07:40:30 AM
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for add
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for add
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function add
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for sub
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for sub
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function sub
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for mul
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for mul
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function mul
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for div
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for div
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function div
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for mod
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for mod
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function mod
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for _approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for _approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function _approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for owner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for owner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function owner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for isOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for isOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function isOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function _transferOwnership
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for checkProposal
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for checkProposal
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function checkProposal
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for voteOn
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for voteOn
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function voteOn
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for owner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for owner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function owner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for isOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for isOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function isOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function _transferOwnership
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function transferFrom
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for _approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for _approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function _approve
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function constructor
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for getHoldersCount
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for getHoldersCount
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function getHoldersCount
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for getHolderByIndex
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for getHolderByIndex
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function getHolderByIndex
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for transfer
