[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Analysis started at: 2024-11-10 07:39:33 AM
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for GetPlanTimeByUid
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function GetPlanTimeByUid
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for isAdmin
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for isAdmin
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function isAdmin
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for isActivated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for isActivated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function isActivated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for sq
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for sq
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function sq
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for pwr
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for pwr
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function pwr
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for distributeRef
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for distributeRef
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function distributeRef
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for sqrt
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for sqrt
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function sqrt
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for register_
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for register_
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function register_
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function withdraw
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function constructor
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for activate
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for activate
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function activate
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for version1Invest
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for version1Invest
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function version1Invest
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for invest
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for invest
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function invest
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Range graph generated
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Processed function fallback
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Value Range Analysis took 0.128478 seconds
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Dependency detection started!
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Static Analysis took 4.680416 seconds
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Dependency does not exist
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Analysis finished!
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Analysis took 4.680620 seconds
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x13d6cfd3b119dadaadd7561fe9a864064259bc56 | Analysis finished at: 2024-11-10 07:39:38 AM

real	0m6.440s
user	0m7.658s
sys	0m2.862s
