[INFO] | 2024-11-10 07:39:35 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Analysis started at: 2024-11-10 07:39:35 AM
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function weiToFinney
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for finneyToWei
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for finneyToWei
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function finneyToWei
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Range graph generated
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function changeOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for setManager
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for setManager
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Range graph generated
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function setManager
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for removeManager
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for removeManager
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Range graph generated
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function removeManager
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for getPriceChange
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for getPriceChange
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function getPriceChange
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Range graph generated
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for buyTokens
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for buyTokens
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Range graph generated
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function buyTokens
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for transferTokensTo
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for transferTokensTo
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function transferTokensTo
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for ICO
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for ICO
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Range graph generated
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function ICO
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for setNewPriceInFinney
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for setNewPriceInFinney
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Range graph generated
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function setNewPriceInFinney
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for withdraw
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for withdraw
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function withdraw
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for transferAllTokensToOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for transferAllTokensToOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function transferAllTokensToOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for transferTokensToContractOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for transferTokensToContractOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function transferTokensToContractOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Generating return summary for withdrawAllToOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Return summary generated for withdrawAllToOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Processed function withdrawAllToOwner
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Value Range Analysis took 0.007839 seconds
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:36 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Dependency detection started!
[INFO] | 2024-11-10 07:39:37 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | DAO dependency detected in file 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c.sol in contract ICO in by composing functions buyTokens and setErc20TokensContract
[INFO] | 2024-11-10 07:39:37 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | DAO dependency detected in file 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c.sol in contract ICO in by composing functions buyTokens and setErc20TokensContract
[INFO] | 2024-11-10 07:39:37 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | DAO dependency detected in file 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c.sol in contract ICO in by composing functions buyTokens and setErc20TokensContract
[INFO] | 2024-11-10 07:39:37 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | DAO dependency detected in file 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c.sol in contract ICO in by composing functions transferTokensTo and setErc20TokensContract
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | DAO dependency detected in file 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c.sol in contract ICO in by composing functions transferAllTokensToOwner and setErc20TokensContract
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | DAO dependency detected in file 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c.sol in contract ICO in by composing functions transferAllTokensToOwner and setErc20TokensContract
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | DAO dependency detected in file 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c.sol in contract ICO in by composing functions transferAllTokensToOwner and changeOwner
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | DAO dependency detected in file 0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c.sol in contract ICO in by composing functions transferTokensToContractOwner and setErc20TokensContract
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Dependency detection finished!
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Static Analysis took 3.323864 seconds
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Dependency exists
[INFO] | 2024-11-10 07:39:38 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Invoking symbolic executor!
[INFO] | 2024-11-10 07:39:42 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Symbolic execution took 4.370131 seconds
[INFO] | 2024-11-10 07:39:42 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Symbolic execution finished!
[INFO] | 2024-11-10 07:39:42 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Analysis finished!
[INFO] | 2024-11-10 07:39:42 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Analysis took 7.694637 seconds
[INFO] | 2024-11-10 07:39:42 AM | analyzer.0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c | Analysis finished at: 2024-11-10 07:39:42 AM

real	0m9.157s
user	0m16.886s
sys	0m5.139s
