[INFO] | 2024-11-10 07:38:53 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Analysis started at: 2024-11-10 07:38:53 AM
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_maker_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_taker_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_taker_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_taker_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_deploy_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_deploy_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_deploy_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_coins_count
[WARNING] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_coins_count
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_coins_count
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_etc_balance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_etc_balance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_etc_balance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_order_book_length
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_order_book_length
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_order_book_length
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_order
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_order
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_order
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_price
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_price
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_price
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for collect_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for collect_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function collect_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for get_balance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for get_balance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function get_balance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for set_owner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for set_owner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function set_owner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for set_trader
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for set_trader
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function set_trader
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for safe_add
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for safe_add
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function safe_add
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for safe_sub
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for safe_sub
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function safe_sub
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for stop
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for stop
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function stop
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for add_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for add_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function add_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for createToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for createToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function createToken
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for approve_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for approve_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function approve_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for remove_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for remove_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function remove_coin
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for set_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for set_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function set_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for set_minimum_trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for set_minimum_trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function set_minimum_trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for set_coin_minimum_trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for set_coin_minimum_trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function set_coin_minimum_trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for collect_main_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for collect_main_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function collect_main_fee
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for safe_mul
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for safe_mul
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function safe_mul
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for total_amount
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for total_amount
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function total_amount
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for sell
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for sell
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function sell
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for buy
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for buy
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function buy
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function trade
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Generating return summary for cancel
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Return summary generated for cancel
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Processed function cancel
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Value Range Analysis took 0.019058 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Dependency detection started!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Dependency detection finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Static Analysis took 4.535147 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Dependency does not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Analysis finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Analysis took 4.535355 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x1c1de57cc864072f7eab381c4c06b14a6963dd4b | Analysis finished at: 2024-11-10 07:38:58 AM

real	0m6.301s
user	0m7.240s
sys	0m2.579s
