[INFO] | 2024-11-10 07:38:55 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Analysis started at: 2024-11-10 07:38:55 AM
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for mul
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function mul
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for div
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for div
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function div
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for sub
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for sub
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function sub
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for add
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for add
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function add
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function totalSupply
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function balanceOf
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function approve
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function allowance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for ownerOnly
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for ownerOnly
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function ownerOnly
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function constructor
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function fallback
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for ownerOnly
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for ownerOnly
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function ownerOnly
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function transfer
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function transferFrom
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for getContractBalance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for getContractBalance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function getContractBalance
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function changeOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for kill
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for kill
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function kill
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function changeOwner
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for release
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for release
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function release
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for deposit
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for deposit
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function deposit
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Generating return summary for kill
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Return summary generated for kill
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Range graph generated
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Processed function kill
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Value Range Analysis took 0.025337 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Dependency detection started!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Dependency detection finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Static Analysis took 2.517887 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Dependency does not exist
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Analysis finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Analysis took 2.518341 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x8c73696a453f67ea5b7e5f2cd58ca0ad72ecaaeb | Analysis finished at: 2024-11-10 07:38:58 AM

real	0m4.490s
user	0m5.387s
sys	0m2.084s
