[INFO] | 2024-11-10 07:38:09 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Analysis started at: 2024-11-10 07:38:09 AM
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function balanceOf
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Range graph generated
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Range graph generated
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for weisDeposited
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for weisDeposited
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function weisDeposited
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for getTokensAcquired
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for getTokensAcquired
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function getTokensAcquired
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for isRefunding
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for isRefunding
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function isRefunding
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for onlyICOContract
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for onlyICOContract
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function onlyICOContract
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for onlyInEmergency
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for onlyInEmergency
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function onlyInEmergency
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Range graph generated
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Range graph generated
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for onlyOwner
