[INFO] | 2024-11-10 07:38:02 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Analysis started at: 2024-11-10 07:38:02 AM
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function withdraw
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for myTokens
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for myTokens
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function myTokens
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for myDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for myDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function myDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Range graph generated
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function constructor
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Range graph generated
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for sub
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for sub
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function sub
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for add
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for add
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function add
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for div
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for div
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function div
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for notP3d
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for notP3d
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function notP3d
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for mul
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for mul
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function mul
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for myTokens
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for myTokens
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function myTokens
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for myDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for myDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function myDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for pause
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for pause
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Range graph generated
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function pause
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for deposit
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for deposit
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Range graph generated
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function deposit
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Range graph generated
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function withdraw
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for sendDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for sendDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Range graph generated
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function sendDividends
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Range graph generated
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Processed function fallback
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Value Range Analysis took 0.017909 seconds
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Dependency detection started!
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Dependency detection finished!
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Static Analysis took 2.309945 seconds
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Dependency does not exist
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Analysis finished!
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Analysis took 2.310259 seconds
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d | Analysis finished at: 2024-11-10 07:38:04 AM

real	0m4.377s
user	0m4.923s
sys	0m1.699s
