[INFO] | 2024-11-10 07:38:15 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Analysis started at: 2024-11-10 07:38:15 AM
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Processed function constructor
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Generating return summary for onlyCreator
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Return summary generated for onlyCreator
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Processed function onlyCreator
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Processed function fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Generating return summary for updateOwner
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Return summary generated for updateOwner
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Processed function updateOwner
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Generating return summary for safeWithdrawal
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Return summary generated for safeWithdrawal
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Processed function safeWithdrawal
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Value Range Analysis took 0.005104 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Dependency detection started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Static Analysis took 0.878552 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Dependency does not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Analysis finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Analysis took 0.878875 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xa584c5eaccb5dd4a5c0fc0a785dee952becc4c06 | Analysis finished at: 2024-11-10 07:38:16 AM

real	0m2.714s
user	0m3.621s
sys	0m2.187s
