[INFO] | 2024-11-10 07:37:07 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for mul
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for mul
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function mul
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for div
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for div
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function div
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for add
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for add
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function add
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for sub
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for sub
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function sub
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for rescueTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for rescueTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function rescueTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for rescueTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for rescueTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function rescueTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for sendToken
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for sendToken
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function sendToken
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for withdrawEther
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for withdrawEther
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function withdrawEther
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for withdrawEther
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for withdrawEther
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function withdrawEther
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for setRate
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for setRate
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function setRate
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Generating return summary for setWallet
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Return summary generated for setWallet
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Processed function setWallet
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Value Range Analysis took 0.007933 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Dependency detection started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Dependency detection finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Static Analysis took 2.290739 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Dependency does not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Analysis finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Analysis took 2.290960 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x967719548b8385be3c21ee96bdc57b9409b501cb | Analysis finished at: 2024-11-10 07:37:09 AM
