[INFO] | 2024-11-10 07:41:06 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Analysis started at: 2024-11-10 07:41:06 AM
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function processPayment
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for addReferrer
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for addReferrer
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function addReferrer
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for processPayment
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for processPayment
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function processPayment
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for addParticipant
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for addParticipant
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function addParticipant
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function fallback
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Value Range Analysis took 0.009324 seconds
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Dependency detection started!
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:41:13 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:41:14 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:41:17 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:41:18 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:41:20 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:41:21 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:41:23 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:41:23 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:41:24 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and addReferrer
[INFO] | 2024-11-10 07:41:24 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and addReferrer
[INFO] | 2024-11-10 07:41:24 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and addReferrer
[INFO] | 2024-11-10 07:41:25 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:41:27 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:41:27 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:41:29 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and getOut
[INFO] | 2024-11-10 07:41:30 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and getOut
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and getOut
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and getOut
[INFO] | 2024-11-10 07:41:33 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions fallback and getOut
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and fallback
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and fallback
[INFO] | 2024-11-10 07:41:47 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and fallback
[INFO] | 2024-11-10 07:41:50 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and addParticipant
[INFO] | 2024-11-10 07:41:52 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and addParticipant
[INFO] | 2024-11-10 07:41:53 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and addParticipant
[INFO] | 2024-11-10 07:41:53 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and addReferrer
[INFO] | 2024-11-10 07:41:54 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and addReferrer
[INFO] | 2024-11-10 07:41:54 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and addReferrer
[INFO] | 2024-11-10 07:41:56 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and processPayment
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and processPayment
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and processPayment
[INFO] | 2024-11-10 07:42:00 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and getOut
[INFO] | 2024-11-10 07:42:02 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and getOut
[INFO] | 2024-11-10 07:42:03 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions addParticipant and getOut
[INFO] | 2024-11-10 07:42:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions processPayment and fallback
[INFO] | 2024-11-10 07:42:11 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions processPayment and fallback
[INFO] | 2024-11-10 07:42:13 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions processPayment and addParticipant
[INFO] | 2024-11-10 07:42:14 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions processPayment and addParticipant
[INFO] | 2024-11-10 07:42:15 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions processPayment and processPayment
[INFO] | 2024-11-10 07:42:16 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions processPayment and processPayment
[INFO] | 2024-11-10 07:42:17 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions processPayment and getOut
[INFO] | 2024-11-10 07:42:18 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | DAO dependency detected in file 0xf1add8bf553d0066be17768d6816f3730c476237.sol in contract EasySmartolution in by composing functions processPayment and getOut
[INFO] | 2024-11-10 07:42:18 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Dependency detection finished!
[INFO] | 2024-11-10 07:42:18 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Static Analysis took 72.825902 seconds
[INFO] | 2024-11-10 07:42:18 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Dependency exists
[INFO] | 2024-11-10 07:42:18 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Invoking symbolic executor!
[INFO] | 2024-11-10 07:42:36 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Symbolic execution took 17.621405 seconds
[INFO] | 2024-11-10 07:42:36 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Symbolic execution finished!
[INFO] | 2024-11-10 07:42:36 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Analysis finished!
[INFO] | 2024-11-10 07:42:36 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Analysis took 90.448023 seconds
[INFO] | 2024-11-10 07:42:36 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Analysis finished at: 2024-11-10 07:42:36 AM
