[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Analysis started at: 2024-11-10 07:38:26 AM
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function getamount
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Generating return summary for gets
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Return summary generated for gets
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function gets
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Range graph generated
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Generating return summary for olyowner
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Return summary generated for olyowner
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function olyowner
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Range graph generated
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function fallback
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Generating return summary for investedbuy
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Return summary generated for investedbuy
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Range graph generated
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function investedbuy
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function withdraw
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Generating return summary for withdrawcommissions
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Return summary generated for withdrawcommissions
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Range graph generated
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function withdrawcommissions
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Generating return summary for commissions
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Return summary generated for commissions
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Range graph generated
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Processed function commissions
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Value Range Analysis took 0.012774 seconds
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Dependency detection started!
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Static Analysis took 3.786898 seconds
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Dependency does not exist
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Analysis finished!
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Analysis took 3.787109 seconds
[INFO] | 2024-11-10 07:38:29 AM | analyzer.0xd5e5ab3438c14a6c823886baa24d8f41636b1d34 | Analysis finished at: 2024-11-10 07:38:29 AM
