[INFO] | 2024-11-10 07:38:21 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Analysis started at: 2024-11-10 07:38:21 AM
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function setDropNumber
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for withdrawKittenCoins
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for withdrawKittenCoins
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function withdrawKittenCoins
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for updateKittenCoinsRemainingToDrop
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for updateKittenCoinsRemainingToDrop
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function updateKittenCoinsRemainingToDrop
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for withdrawToken
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for withdrawToken
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function withdrawToken
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for setHolderAmount
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for setHolderAmount
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function setHolderAmount
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for setRewards
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for setRewards
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function setRewards
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for setDonatorReward
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for setDonatorReward
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function setDonatorReward
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Generating return summary for withdrawAll
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Return summary generated for withdrawAll
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Processed function withdrawAll
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Value Range Analysis took 0.026289 seconds
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Dependency detection started!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Static Analysis took 1.961898 seconds
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Dependency does not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Analysis finished!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Analysis took 1.962550 seconds
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x3f513977cd827428e0459fdef7217cd6272dc893 | Analysis finished at: 2024-11-10 07:38:22 AM
